image_path,label
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight91_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight845_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight516_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight146_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight453_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight1009_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight900_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight687_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight29_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight392_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight668_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight238_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight111_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight541_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight812_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight957_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight404_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight613_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight243_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight756_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight306_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight52_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight886_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight185_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight490_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight869_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight214_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight644_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight351_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight701_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight428_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight582_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight994_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight652_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight202_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight717_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight347_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight13_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight594_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight828_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight982_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight255_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight605_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight44_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight310_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight740_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight193_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight469_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight890_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight486_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight192_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight468_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight891_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight487_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight254_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight604_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight45_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight311_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight741_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight595_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight829_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight983_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight653_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight203_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight716_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight346_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight12_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight429_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight583_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight995_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight215_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight645_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight350_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight700_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight887_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight184_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight491_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight868_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight612_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight242_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight757_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight307_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight53_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight110_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight540_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight813_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight956_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight405_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight686_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight28_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight393_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight669_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight239_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight844_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight517_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight147_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight452_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight1008_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight901_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight281_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight794_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight90_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight151_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight501_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight852_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight917_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight444_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight297_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight69_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight86_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight628_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight782_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight278_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight556_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight106_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight413_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight940_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight690_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight385_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight608_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight258_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight49_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight937_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight464_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight171_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight521_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight872_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight433_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight599_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight960_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight825_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight6_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight576_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight126_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight649_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight219_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight976_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight425_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight130_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight560_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight833_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight999_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight188_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight472_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight921_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight864_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight537_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight167_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight24_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight370_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight720_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight235_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight665_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight409_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight777_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight327_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight73_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight632_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight798_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight262_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight848_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight1004_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight65_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight331_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight761_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight274_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight624_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight448_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight1012_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight736_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight366_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight32_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight389_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight673_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight223_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight809_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight39_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight697_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight228_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight382_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight678_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight551_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight101_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight947_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight414_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight290_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight81_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight785_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight855_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight156_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight506_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight443_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight910_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight78_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight286_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight793_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight269_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight639_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight97_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight510_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight140_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight843_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight906_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight455_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight681_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight394_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight814_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight117_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight547_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight402_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight951_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight615_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight245_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight750_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight54_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight300_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight183_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight479_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight880_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight496_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight212_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight642_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight357_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight707_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight584_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight992_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight838_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight654_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight204_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight711_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight15_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight341_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight592_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight438_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight984_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight253_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight603_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight316_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight42_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight746_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight896_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight195_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight480_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight879_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight418_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight731_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight35_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight361_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight674_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight224_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight859_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight336_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight62_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight766_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight789_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight273_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight623_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight1003_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight459_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight770_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight74_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight320_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight635_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight265_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight818_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight377_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight23_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight727_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight232_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight398_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight662_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight926_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight475_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight530_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight160_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight863_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight249_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight619_.jpg,Maize leaf blight
/Users/jeniphermawia/Desktop/crop/Maize leaf blight/leaf blight58_.jpg,Maize leaf blight
